id	url	page
8a38fefa40ce380081909f58e485c339	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230511_11075060.html	0
f75a154349ca36fcbd7488ed26e1747d	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230511_11075059.html	0
5957236e826538f8bc466fbd2a436aab	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230509_11073835.html	0
96d407059833339e975668eb22385f83	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230509_11073831.html	0
49a1db4465833a53afcc32cdbc18052d	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230507_11071953.html	0
2fdb0cbf6ef03d51900ef5fa30090a18	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230506_11071648.html	0
7ea1ec26d1b8369fb956fbf8b4e86625	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230503_11069634.html	0
425c96cbf9913058af2e8f6ac1f57a4b	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230503_11069633.html	0
b029ed0c82df370f909b75d70cd3d82b	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202305/t20230501_11069207.html	0
2d5fef7d39db3fd880bc90eb7d0302fa	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230429_11069028.html	0
d42a17ced2a5326bbc0bf5692faa2957	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230429_11069027.html	0
6eb8c015f43c39d287ef06cc62cc21eb	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230429_11069026.html	0
1e38ab1b7e48388ca9b4f69768b1d489	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230428_11068591.html	0
23701d5d5c5730d0b739ad7f544aa4b6	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230428_11068592.html	0
533c3e7bda36326d81bed1fa35e7d0e7	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230428_11068583.html	0
dcb16e9eae373de8983009f283d03ef9	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230428_11068580.html	0
f8c87d49a4f136e090b35a6f1705ba65	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230427_11067527.html	0
4432e6ea9b2237dd8be5c75927d8d705	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230427_11067529.html	0
0c1108dee5273c9c8692e626fc847136	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230426_11066563.html	0
ac70e15b9e7636d68cef8a881d3a7f7a	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230426_11066561.html	0
89b2a5171518375c90bae95d2d23f93c	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230425_11065445.html	0
601fa4157bce30638a2512062ff5ea83	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230425_11065433.html	0
49edb2619a77321384b861777fe18d08	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230424_11064707.html	0
237a19f104033345aa0c4a01a05cf16f	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230424_11064770.html	0
cb697114e0a03f208af627c226956d17	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230426_11066258.html	0
f8d610defbdb3892bba01aebf3917af8	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230424_11064696.html	0
300f84fdb8e33172b9952a18a8da2ce5	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230424_11064524.html	0
26b366ea33723753a7bd44f1e14a4f80	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230425_11065251.html	0
25f5ba9333b438cf9d56f40f1cb59e7c	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230423_11064096.html	0
a2c8e3a9153633e9a07dfe50704eb73a	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230425_11065099.html	0
983c001a0e96358daac94625c8f377a4	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230423_11064079.html	0
cbecffbd2e443831b76e04c633503d88	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230421_11063253.html	0
c0670170a1ea358cb4ac89cce2660b5b	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230421_11063167.html	0
ba20739551133ad3baa211b1e3ae54fa	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230421_11063152.html	0
3bddd120678234b6a2710fdc4c4a9808	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230419_11061720.html	0
c3cd9eea169a3c529233977fb8bf74c9	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230419_11061718.html	0
817f130d25da36c4b28166ee3cc5d3c6	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230418_11061020.html	0
e3f877c64ece3953bbbd97a0926018ba	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230418_11061016.html	0
4da06619e7583173922bd255c41e8fe1	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230415_11059660.html	0
886ea35b1f453de8ba82ee1bb69baf2a	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230415_11059657.html	0
523658eb1f35320f90dfcb4d4863d8aa	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230417_11060199.html	0
9dc038ad85b333208761b1dc79870552	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230417_11060182.html	0
9a571f73c70e3855954d0de56a08124f	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230417_11060179.html	0
bb41cb0755213e3792c91088ef24394f	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230416_11060075.html	0
a2a2b9d56f143e22bceb1efede88c192	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230417_11060201.html	0
4a9deced757834ae8d7c03966eb69106	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230417_11060329.html	0
199c9f4e8c41363fb142074a5bafc387	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230417_11060177.html	0
c252b15509f03e88b4265d164f852af3	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230416_11060020.html	0
a9da97b81e9d3296a6dc20acf2a06141	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230414_11059211.html	0
d975820ca6b6356eb4661f9e15216313	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230414_11059204.html	0
7704783dbec3375bb3f6dcaf4ac34ede	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230412_11057865.html	1
a3ea2c3f231034e79f4cbdbb96bb1eba	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230417_11060176.html	1
25340980e3b83364ad2c8c01b1194536	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230412_11057862.html	1
4e0d85a62c2738d5825772dc446b8c8e	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230412_11057861.html	1
ba00f75670783eb7890281e596bf3bee	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230414_11059188.html	1
3eb548b575603ca8be7ac47c9f2f2332	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057455.html	1
cbf1eacb851c3f7889a60e32bf4b8653	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057449.html	1
38cc7ef58e0c3a85bdacb3fd272f2673	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057442.html	1
78aa718f300a3bf6b67706496bd89a63	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057430.html	1
ec0cb23651bc346090cc4a7faee61d7b	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057441.html	1
9863da5ec1713e44b64029718bdc2b70	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057482.html	1
dede21b54a88395480338837eb75d2b2	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057412.html	1
9823492767b23e9e8a85327095b577a6	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057413.html	1
fcbde0ff790b3ff39b85a2dc0cf9dd30	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230411_11057410.html	1
2ce704c34ea03800a057b7623d7fe4f1	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230410_11056870.html	1
85a645e6645c30279508eda9ba10bd16	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230410_11056868.html	1
bc9f38534a6c3b27b0791adde9ddd958	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230407_11056250.html	1
cc77bd226cc63790a9f86a46222b2ea8	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230406_11055482.html	1
d0f87b9f044b3dce8e54dd51aab2a780	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230405_11054762.html	1
1ead8725191f3a3d8df512df16c3e240	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230404_11054330.html	1
cf56c2b51e323c76a5f832ccfb4b0de7	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230404_11054331.html	1
682eff85e7803af29687edbc2c317d5d	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230404_11054326.html	1
824d056ab16d38dea9001d3deac3c9eb	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230404_11054221.html	1
16d62ca6c01133f9922f2bec5f4d4d09	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230404_11054194.html	1
d7fc8832605b3811aa5bc2ea54dee49b	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230404_11053984.html	1
0c19fc9acfe734c7b3eeffb1cde33409	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230403_11053705.html	1
67f675a400d73999903d28ce77e5d33b	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230403_11053437.html	1
70ac5d2ae4ed3a34a0c066399d681b39	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202304/t20230402_11053249.html	1
42ed809867e631588916bf841803428d	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230331_11052566.html	1
02f8020569153991ba07a809f0a84aa6	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230331_11052557.html	1
65237e8ad52d3e52bb91d0c077fd80a1	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230331_11052551.html	1
9bd646c54ed9394fb5ce831d3ab3f495	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230331_11052249.html	1
9397d9732dba36f5beea8d2d9af83702	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230331_11052246.html	1
f993b320c7ba3e4590d412a4e8ad62d8	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230331_11052244.html	1
d15b533e77c33eaab91eecec669ba286	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230330_11051852.html	1
11fb2b3abc0c3ca98203964eec0fd5e1	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230330_11051843.html	1
ca89128372a13be7ae1ea8327fd24865	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230330_11051841.html	1
fa08c13299753925ba39be4c6390c1a6	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230330_11051847.html	1
0b0933dfa35d3034999bedf161c6be0a	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230330_11051572.html	1
c89b0717036a3bffb5c77d73237c1fe4	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230329_11051344.html	1
a2737ad3f20f37ccb0ac4b783b2dcaaf	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230329_11051332.html	1
77abb3dae80935a7a0da01e537f677a8	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230329_11050809.html	1
cf577d72089835e38e2361e33c3729dd	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230329_11050807.html	1
f2f4fb9b5e773f7f90ecec3cf13bb5e4	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230325_11049109.html	1
dfb1017ab7f33e32a78540b6843efcaa	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230325_11049088.html	1
6cf64d051ca930369dd32d26b926e1c1	https://www.fmprc.gov.cn/mfa_eng/wjbxw/202303/t20230325_11049090.html	1
